kode_standar;nama_standar;tipe;kelompok
1.3.4.03.05.07.002;Instalasi Pltg Kapasitas Sedang;ASB;3
1.3.4.03.05.07.003;Instalasi Pltg Kapasitas Besar;ASB;3
1.3.4.03.05.07.004;Instalasi Pembangkit Listrik Tenaga Gas (Pltg) Lainnya;ASB;3
1.3.4.03.05.08.001;Instalasi Pltp Kapasitas Kecil;ASB;3
1.3.4.03.05.08.002;Instalasi Pltp Kapasitas Sedang;ASB;3
1.3.4.03.05.08.003;Instalasi Pltp Kapasitas Besar;ASB;3
1.3.4.03.05.08.004;Instalasi Pembangkit Listrik Tenaga Panas Bumi (Pltp) Lainnya;ASB;3
1.3.4.03.05.09.001;Instalasi Plts Kapasitas Kecil;ASB;3
1.3.4.03.05.09.002;Instalasi Plts Kapasitas Sedang;ASB;3
1.3.4.03.05.09.003;Instalasi Plts Kapasitas Besar;ASB;3
1.3.4.03.05.09.004;Instalasi Pembangkit Listrik Tenaga Surya (Plts) Lainnya;ASB;3
1.3.4.03.05.10.001;Instalasi Pltb Kapasitas Kecil;ASB;3
1.3.4.03.05.10.002;Instalasi Pltb Kapasitas Sedang;ASB;3
1.3.4.03.05.10.003;Instalasi Pltb Kapasitas Besar;ASB;3
1.3.4.03.05.10.004;Instalasi Pembangkit Listrik Tenaga Biogas (Pltb) Lainnya;ASB;3
1.3.4.03.05.11.001;Instalasi Pltsm Kapasitas Kecil;ASB;3
1.3.4.03.05.11.002;Instalasi Pltsm Kapasitas Sedang;ASB;3
1.3.4.03.05.11.003;Instalasi Pltsm Kapasitas Besar;ASB;3
1.3.4.03.05.11.004;Instalasi Pembangkit Listrik Tenaga Samudera / Gelombang Samudera Lainnya;ASB;3
1.3.4.03.05.12.001;Instalasi Pembangkit Listrik Lainnya;ASB;3
1.3.4.03.06.01.001;Instalasi Gardu Listrik Induk Kapasitas Kecil;ASB;3
1.3.4.03.06.01.002;Instalasi Gardu Listrik Induk Kapasitas Sedang;ASB;3
1.3.4.03.06.01.003;Instalasi Gardu Listrik Induk Kapasitas Besar;ASB;3
1.3.4.03.06.01.004;Instalasi Gardu Listrik Induk Lainnya;ASB;3
1.3.4.03.06.02.001;Instalasi Gardu Listrik Distribusi Kapasitas Kecil;ASB;3
1.3.4.03.06.02.002;Instalasi Gardu Listrik Distribusi Kapasitas Sedang;ASB;3
1.3.4.03.06.02.003;Instalasi Gardu Listrik Distribusi Kapasitas Besar;ASB;3
1.3.4.03.06.02.004;Instalasi Gardu Listrik Distribusi Lainnya;ASB;3
1.3.4.03.06.03.001;Instalasi Pusat Pengatur Listrik Kapasitas Kecil;ASB;3
1.3.4.03.06.03.002;Instalasi Pusat Pengatur Listrik Kapasitas Sedang;ASB;3
1.3.4.03.06.03.003;Instalasi Pusat Pengatur Listrik Kapasitas Besar;ASB;3
1.3.4.03.06.03.004;Instalasi Pusat Pengatur Listrik Lainnya;ASB;3
1.3.4.03.06.04.001;Instalasi Gardu Listrik Lainnya;ASB;3
1.3.4.03.07.01.001;Instalasi Radar;ASB;3
1.3.4.03.07.01.002;Instalasi Perkubuan;ASB;3
1.3.4.03.07.01.003;Instalasi Peluru Kendali (Rudal);ASB;3
1.3.4.03.07.01.004;Instalasi Komunikasi Elektronik (Komlek);ASB;3
1.3.4.03.07.01.005;Instalasi Benteng;ASB;3
1.3.4.03.07.01.006;Instalasi Pertahanan Di Darat Lainnya;ASB;3
1.3.4.03.07.02.001;Instalasi Pertahanan Lainnya;ASB;3
1.3.4.03.08.01.001;Instalasi Gardu Gas Lpg;ASB;3
1.3.4.03.08.01.002;Instalasi Gardu Gas Lng;ASB;3
1.3.4.03.08.01.003;Instalasi Gardu Gas Lainnya;ASB;3
1.3.4.03.08.02.001;Instalasi Jaringan Pipa Gas Primer;ASB;3
1.3.4.03.08.02.002;Instalasi Jaringan Pipa Gas Sekunder;ASB;3
1.3.4.03.08.02.003;Instalasi Jaringan Pipa Gas Lainnya;ASB;3
1.3.4.03.08.03.001;Instalasi Pengolahan Gas Aga;ASB;3
1.3.4.03.08.03.002;Instalasi Pengolahan Gas Propax;ASB;3
1.3.4.03.08.03.003;Instalasi Pengolahan Gas Lainnya;ASB;3
1.3.4.03.08.04.001;Instalasi Gas Lainnya;ASB;3
1.3.4.03.09.01.001;Instalasi Penangkal Petir Manual;ASB;3
1.3.4.03.09.01.002;Instalasi Penangkal Petir Komputerisasi;ASB;3
1.3.4.03.09.01.003;Instalasi Pengaman Penangkal Petir Lainnya;ASB;3
1.3.4.03.09.02.001;Instalasi Elemen Bahan;ASB;3
1.3.4.03.09.02.002;Instalasi Produksi Elemen Bahan Reaktor Nuklir;ASB;3
1.3.4.03.09.02.003;Instalasi Elemen Bakar Eksperimental;ASB;3
1.3.4.03.09.02.004;Instalasi Radio Metalurgi;ASB;3
1.3.4.03.09.02.005;Instalasi Pemurnian Uranium;ASB;3
1.3.4.03.09.02.006;Instalasi Electron Beam Machine;ASB;3
1.3.4.03.09.02.007;Instalasi Irradiator;ASB;3
1.3.4.03.09.02.008;Instalasi Reaktor Nuklir Lainnya;ASB;3
1.3.4.03.09.03.001;Instalasi Pengolahan Limbah Radio Aktif Cair;ASB;3
1.3.4.03.09.03.002;Instalasi Pengolahan Limbah Radio Aktif Padat;ASB;3
1.3.4.03.09.03.003;Instalasi Pengolahan Limbah Radio Aktif Gas;ASB;3
1.3.4.03.09.03.004;Instalasi Pengolahan Limbah Radio Aktif Lainnya;ASB;3
1.3.4.03.09.04.001;Instalasi Pengaman Lainnya;ASB;3
1.3.4.03.10.01.001;Instalasi Generating Set;ASB;3
1.3.4.03.10.01.002;Instalasi Ac;ASB;3
1.3.4.03.10.01.003;Instalasi Building Automation System (Bas);ASB;3
1.3.4.03.10.01.004;Instalasi Komputer;ASB;3
1.3.4.03.10.01.005;Instalasi Lain Lainnya;ASB;3
1.3.4.04.01.01.001;Jaringan Pembawa Kapasitas Kecil;ASB;3
1.3.4.04.01.01.002;Jaringan Pembawa Kapasitas Sedang;ASB;3
1.3.4.04.01.01.003;Jaringan Pembawa Kapasitas Besar;ASB;3
1.3.4.04.01.01.004;Jaringan Pembawa Lainnya;ASB;3
1.3.4.04.01.02.001;Jaringan Induk Distribusi Kapasitas Kecil;ASB;3
1.3.4.04.01.02.002;Jaringan Induk Distribusi Kapasitas Sedang;ASB;3
1.3.4.04.01.02.003;Jaringan Induk Distribusi Kapasitas Besar;ASB;3
1.3.4.04.01.02.004;Jaringan Induk Distribusi Lainnya;ASB;3
1.3.4.04.01.03.001;Jaringan Cabang Distribusi Kapasitas Kecil;ASB;3
1.3.4.04.01.03.002;Jaringan Cabang Distribusi Kapasitas Sedang;ASB;3
1.3.4.04.01.03.003;Jaringan Cabang Distribusi Kapasitas Besar;ASB;3
1.3.4.04.01.03.004;Jaringan Cabang Distribusi Lainnya;ASB;3
1.3.4.04.01.04.001;Jaringan Sambungan Ke Rumah Kapasitas Kecil;ASB;3
1.3.4.04.01.04.002;Jaringan Sambungan Ke Rumah Kapasitas Sedang;ASB;3
1.3.4.04.01.04.003;Jaringan Sambungan Ke Rumah Kapasitas Besar;ASB;3
1.3.4.04.01.04.004;Jaringan Sambungan Ke Rumah Lainnya;ASB;3
1.3.4.04.01.05.001;Jaringan Air Minum Lainnya;ASB;3
1.3.4.04.02.01.001;Jaringan Transmisi Tegangan Diatas 300 Kva;ASB;3
1.3.4.04.02.01.002;Jaringan Transmisi Tegangan 100 S/D 300 Kva;ASB;3
1.3.4.04.02.01.003;Jaringan Transmisi Tegangan Dibawah 100 Kva;ASB;3
1.3.4.04.02.01.004;Jaringan Transmisi Lainnya;ASB;3
1.3.4.04.02.02.001;Jaringan Distribusi Tegangan Diatas 20 Kva;ASB;3
1.3.4.04.02.02.002;Jaringan Distribusi Tegangan 1 S/D 20 Kva;ASB;3
1.3.4.04.02.02.003;Jaringan Distribusi Tegangan Dibawah 1 Kva;ASB;3
1.3.4.04.02.02.004;Jaringan Distribusi Lainnya;ASB;3
1.3.4.04.02.03.001;Jaringan Listrik Lainnya;ASB;3
1.3.4.04.03.01.001;Jaringan Telepon Diatas Tanah Kapasitas Kecil;ASB;3
1.3.4.04.03.01.002;Jaringan Telepon Diatas Tanah Kapasitas Sedang;ASB;3
1.3.4.04.03.01.003;Jaringan Telepon Diatas Tanah Kapasitas Besar;ASB;3
1.3.4.04.03.01.004;Jaringan Telepon Diatas Tanah Lainnya;ASB;3
1.3.4.04.03.02.001;Jaringan Telepon Dibawah Tanah Kapasitas Kecil;ASB;3
1.3.4.04.03.02.002;Jaringan Telepon Dibawah Tanah Kapasitas Sedang;ASB;3
1.3.4.04.03.02.003;Jaringan Telepon Dibawah Tanah Kapasitas Besar;ASB;3
1.3.4.04.03.02.004;Jaringan Telepon Dibawah Tanah Lainnya;ASB;3
1.3.4.04.03.03.001;Jaringan Telepon Didalam Air Kapasitas Kecil;ASB;3
1.3.4.04.03.03.002;Jaringan Telepon Didalam Air Kapasitas Sedang;ASB;3
1.3.4.04.03.03.003;Jaringan Telepon Didalam Air Kapasitas Besar;ASB;3
1.3.4.04.03.03.004;Jaringan Telepon Didalam Air Lainnya;ASB;3
1.3.4.04.03.04.001;Jaringan Satelit;ASB;3
1.3.4.04.03.04.002;Jaringan Radio;ASB;3
1.3.4.04.03.04.003;Jaringan Dengan Media Udara Lainnya;ASB;3
1.3.4.04.03.05.001;Jaringan Telepon Lainnya;ASB;3
1.3.4.04.04.01.001;Jaringan Pipa Baja;ASB;3
1.3.4.04.04.01.002;Jaringan Pipa Gas Transmisi Lainnya;ASB;3
1.3.4.04.04.02.001;Jaringan Pipa Distribusi Tekanan Tinggi;ASB;3
1.3.4.04.04.02.002;Jaringan Pipa Distribusi Tekanan Menengah Pipa Baja;ASB;3
1.3.4.04.04.02.003;Jaringan Pipa Distribusi Tekanan Menengah Pipa Pe;ASB;3
1.3.4.04.04.02.004;Jaringan Pipa Distribusi Tekanan Rendah Pipa Baja;ASB;3
1.3.4.04.04.02.005;Jaringan Pipa Distribusi Tekanan Rendah Pipa Pc;ASB;3
1.3.4.04.04.02.006;Jaringan Pipa Distribusi Lainnya;ASB;3
1.3.4.04.04.03.001;Jaringan Pipa Dinas Pipa Baja;ASB;3
1.3.4.04.04.03.002;Jaringan Pipa Dinas Pipa Pe;ASB;3
1.3.4.04.04.03.003;Jaringan Pipa Dinas Lainnya;ASB;3
1.3.4.04.04.04.001;Jaringan Bbm Bensin;ASB;3
1.3.4.04.04.04.002;Jaringan Bbm Solar;ASB;3
1.3.4.04.04.04.003;Jaringan Bbm Minyak Tanah;ASB;3
1.3.4.04.04.04.004;Jaringan Bbm Lainnya;ASB;3
1.3.4.04.04.05.001;Jaringan Gas Lainnya;ASB;3
1.3.5.01.01.01.001;Monograf;SSH;1
1.3.5.01.01.01.002;Referensi;SSH;1
1.3.5.01.01.01.003;Ilmu Pengetahuan Umum;SSH;1
1.3.5.01.01.01.004;Bibliografi, Katalog;SSH;1
1.3.5.01.01.01.005;Ilmu Perpustakaan;SSH;1
1.3.5.01.01.01.006;Ensyclopedia, Kamus, Buku Referensi;SSH;1
1.3.5.01.01.01.007;Essay, Pamflet;SSH;1
1.3.5.01.01.01.008;Berkala;SSH;1
1.3.5.01.01.01.009;Institut, Asosiasi, Musium;SSH;1
1.3.5.01.01.01.010;Harian;SSH;1
1.3.5.01.01.01.011;Manuskrip;SSH;1
1.3.5.01.01.01.012;Buku Umum Lainnya;SSH;1
1.3.5.01.01.02.001;Metafisika;SSH;1
1.3.5.01.01.02.002;Sistem Filsafat;SSH;1
1.3.5.01.01.02.003;Ilmu Jiwa;SSH;1
1.3.5.01.01.02.004;Logika;SSH;1
1.3.5.01.01.02.005;Etika;SSH;1
1.3.5.01.01.02.006;Buku Filsafat Lainnya;SSH;1
1.3.5.01.01.03.001;Agama Islam;SSH;1
1.3.5.01.01.03.002;Agama Kristen;SSH;1
1.3.5.01.01.03.003;Agama Budha;SSH;1
1.3.5.01.01.03.004;Agama Hindu;SSH;1
1.3.5.01.01.03.005;Buku Agama Lainnya;SSH;1
1.3.5.01.01.04.001;Sosiologi;SSH;1
1.3.5.01.01.04.002;Statistik;SSH;1
1.3.5.01.01.04.003;Ilmu Politik;SSH;1
1.3.5.01.01.04.004;Ekonomi;SSH;1
1.3.5.01.01.04.005;Hukum;SSH;1
1.3.5.01.01.04.006;Administrasi, Pertahanan Dan Keamanan;SSH;1
1.3.5.01.01.04.007;Service Umum Sosial;SSH;1
1.3.5.01.01.04.008;Pendidikan;SSH;1
1.3.5.01.01.04.009;Perdagangan;SSH;1
1.3.5.01.01.04.010;Etnografi, Cerita Rakyat;SSH;1
1.3.5.01.01.04.011;Buku Ilmu Sosial Lainnya;SSH;1
1.3.5.01.01.05.001;Umum;SSH;1
1.3.5.01.01.05.002;Pengetahuan Bahasa Indonesia;SSH;1
1.3.5.01.01.05.003;Pengetahuan Bahasa Inggris;SSH;1
1.3.5.01.01.05.004;Buku Ilmu Bahasa Lainnya;SSH;1
1.3.5.01.01.06.001;Matematika;SSH;1
1.3.5.01.01.06.002;Astronomi, Geodesi;SSH;1
1.3.5.01.01.06.003;Fisika Dan Mekanika;SSH;1
1.3.5.01.01.06.004;Kimia;SSH;1
1.3.5.01.01.06.005;Geologi, Metrologi;SSH;1
1.3.5.01.01.06.006;Palaentologi;SSH;1
1.3.5.01.01.06.007;Biologi, Antropologi;SSH;1
1.3.5.01.01.06.008;Bitani;SSH;1
1.3.5.01.01.06.009;Zoologi (Ilmu Hewan);SSH;1
1.3.5.01.01.06.010;Buku Matematika Dan Pengetahuan Alam Lainnya;SSH;1
1.3.5.01.01.07.001;Ilmu Kedokteran;SSH;1
1.3.5.01.01.07.002;Teknologi;SSH;1
1.3.5.01.01.07.003;Pertanian, Kehutanan, Perikanan;SSH;1
1.3.5.01.01.07.004;Ilmu Kerumah Tanggaan;SSH;1
1.3.5.01.01.07.005;Management Dan Perkantoran;SSH;1
1.3.5.01.01.07.006;Industri Kimia;SSH;1
1.3.5.01.01.07.007;Teknik Industri Dan Kerajinan;SSH;1
1.3.5.01.01.07.008;Ilmu Perdagangan Khusus Industri;SSH;1
1.3.5.01.01.07.009;Industri Konstruksi Dan Perdagangan;SSH;1
1.3.5.01.01.07.010;Buku Ilmu Pengetahuan Praktis Lainnya;SSH;1
1.3.5.01.01.08.001;Perencanaan Fisik, Pertamanan Dll;SSH;1
1.3.5.01.01.08.002;Arsitektur;SSH;1
1.3.5.01.01.08.003;Seni Pahat;SSH;1
1.3.5.01.01.08.004;Seni Lukis, Ukir;SSH;1
1.3.5.01.01.08.005;Seni Gambar, Grafika;SSH;1
1.3.5.01.01.08.006;Fotografi, Senimatografi;SSH;1
1.3.5.01.01.08.007;Musik;SSH;1
1.3.5.01.01.08.008;Permainan Dan Olah Raga;SSH;1
1.3.5.01.01.08.009;Buku Arsitektur, Kesenian, Olah Raga Lainnya;SSH;1
1.3.5.01.01.09.001;Geografi, Eksplorasi;SSH;1
1.3.5.01.01.09.002;Biografi;SSH;1
1.3.5.01.01.09.003;Sejarah;SSH;1
1.3.5.01.01.09.004;Buku Geografi, Biografi, Sejarah Lainnya;SSH;1
1.3.5.01.01.10.001;Surat Kabar;SSH;1
1.3.5.01.01.10.002;Majalah;SSH;1
1.3.5.01.01.10.003;Buletin;SSH;1
1.3.5.01.01.10.004;Serial Lainnya;SSH;1
1.3.5.01.01.11.001;Buku Laporan Penyelidikan;SSH;1
1.3.5.01.01.11.002;Buku Laporan Penggalangan;SSH;1
1.3.5.01.01.11.003;Buku Laporan Pengamanan;SSH;1
1.3.5.01.01.11.004;Buku Laporan Penelitian;SSH;1
1.3.5.01.01.11.005;Buku Laporan Lainnya;SSH;1
1.3.5.01.01.12.001;Bahan Perpustakaan Tercetak Lainnya;SSH;1
1.3.5.01.02.01.001;Kaset;SSH;1
1.3.5.01.02.01.002;Video;SSH;1
1.3.5.01.02.01.003;Cd/Vcd/Dvd/Ld;SSH;1
1.3.5.01.02.01.004;Pita Film;SSH;1
1.3.5.01.02.01.005;Pita Suara;SSH;1
1.3.5.01.02.01.006;Piringan Hitam;SSH;1
1.3.5.01.02.01.007;Peta Digital;SSH;1
1.3.5.01.02.01.008;Katridge Suara;SSH;1
1.3.5.01.02.01.009;Kaset Suara;SSH;1
1.3.5.01.02.01.010;Pasangan Suara;SSH;1
1.3.5.01.02.01.011;Runut Suara;SSH;1
1.3.5.01.02.01.012;Audio Visual Lainnya;SSH;1
1.3.5.01.02.02.001;Mikrofilm;SSH;1
1.3.5.01.02.02.002;Mikrofisch;SSH;1
1.3.5.01.02.02.003;Slide;SSH;1
1.3.5.01.02.02.004;Kartu Mikro;SSH;1
1.3.5.01.02.02.005;Kartu Celah;SSH;1
1.3.5.01.02.02.006;Mikrolograp;SSH;1
1.3.5.01.02.02.007;Bentuk Mikro (Microform) Lainnya;SSH;1
1.3.5.01.02.03.001;Terekam Dan Bentuk Mikro Lainnya;SSH;1
1.3.5.01.03.01.001;Peta (Map);SSH;1
1.3.5.01.03.01.002;Atlas;SSH;1
1.3.5.01.03.01.003;Bola Dunia (Globe);SSH;1
1.3.5.01.03.01.004;Bagan, Gambar (Diagram);SSH;1
1.3.5.01.03.01.005;Peta Udara;SSH;1
1.3.5.01.03.01.006;Peta Hidrografi;SSH;1
1.3.5.01.03.01.007;Peta Imaginer;SSH;1
1.3.5.01.03.01.008;Peta Gambar Penampang;SSH;1
1.3.5.01.03.01.009;Peta Photo;SSH;1
1.3.5.01.03.01.010;Peta Tipografi;SSH;1
1.3.5.01.03.01.011;Peta Ruang Angkasa;SSH;1
1.3.5.01.03.01.012;Gambar Tipografi;SSH;1
1.3.5.01.03.01.013;Model Relief;SSH;1
1.3.5.01.03.01.014;Photo Mozaik;SSH;1
1.3.5.01.03.01.015;Gambar Jarak Jauh (Remote Sensing Image);SSH;1
1.3.5.01.03.01.016;View;SSH;1
1.3.5.01.03.01.017;Peta Pengamanan Tanah;SSH;1
1.3.5.01.03.01.018;Peta Kemampuan Tanah;SSH;1
1.3.5.01.03.01.019;Peta Lokasi;SSH;1
1.3.5.01.03.01.020;Peta Jaringan;SSH;1
1.3.5.01.03.01.021;Peta Citra Sport;SSH;1
1.3.5.01.03.01.022;Peta Citra Radar;SSH;1
1.3.5.01.03.01.023;Peta Citra Satelit;SSH;1
1.3.5.01.03.01.024;Blue Print;SSH;1
1.3.5.01.03.01.025;Bahan Kartografi Lainnya;SSH;1
1.3.5.01.03.02.001;Naskah/Manuskrip Berbahan Kertas;SSH;1
1.3.5.01.03.02.002;Naskah/Manuskrip Berbahan Daun;SSH;1
1.3.5.01.03.02.003;Naskah/Manuskrip Berbahan Kayu;SSH;1
1.3.5.01.03.02.004;Naskah/Manuskrip Berbahan Bambu;SSH;1
1.3.5.01.03.02.005;Naskah/Manuskrip Berbahan Kulit Kayu;SSH;1
1.3.5.01.03.02.006;Naskah/Manuskrip Berbahan Lontar;SSH;1
1.3.5.01.03.02.007;Naskah/Manuskrip Berbahan Nipah;SSH;1
1.3.5.01.03.02.008;Naskah/Manuskrip Berbahan Kulit Binatang;SSH;1
1.3.5.01.03.02.009;Naskah/Manuskrip Berbahan Rotan;SSH;1
1.3.5.01.03.02.010;Naskah/Manuskrip Berbahan Tanduk;SSH;1
1.3.5.01.03.02.011;Naskah/Manuskrip Berbahan Papirus;SSH;1
1.3.5.01.03.02.012;Naskah/Manuskrip Berbahan Labu Hutan;SSH;1
1.3.5.01.03.02.013;Naskah/Manuskrip Berbahan Tulang;SSH;1
1.3.5.01.03.02.014;Naskah/Manuskrip Berbahan Tempurung;SSH;1
1.3.5.01.03.02.015;Naskah (Manuskrip) / Asli Lainnya;SSH;1
1.3.5.01.03.03.001;Lukisan Kanvas;SSH;1
1.3.5.01.03.03.002;Lukisan Batu, Keramik, Kayu, Dll;SSH;1
1.3.5.01.03.03.003;Ukiran Kayu Dan Sejenisnya;SSH;1
1.3.5.01.03.03.004;Ukiran Logam Dan Sejenisnya;SSH;1
1.3.5.01.03.03.005;Ukiran Batu Dan Sejenisnya;SSH;1
1.3.5.01.03.03.006;Lukisan Dan Ukiran Lainnya;SSH;1
1.3.5.01.03.04.001;Kartografi, Naskah Dan Lukisan Lainnya;SSH;1
1.3.5.01.04.01.001;Kumpulan Karya Musik (Skore);SSH;1
1.3.5.01.04.01.002;Kumpulan Karya Musik Singkat (Condeset Skore);SSH;1
1.3.5.01.04.01.003;Kumpulan Karya Musik Tertutup (Closet Skore);SSH;1
1.3.5.01.04.01.004;Kumpulan Karya Musik Bentuk Mini (Miniature Skore);SSH;1
1.3.5.01.04.01.005;Partitur Piano;SSH;1
1.3.5.01.04.01.006;Kumpulan Karya Musik Vokal;SSH;1
1.3.5.01.04.01.007;Kumpulan Karya Musik Piano;SSH;1
1.3.5.01.04.01.008;Kumpulan Karya Musik Chord;SSH;1
1.3.5.01.04.01.009;Partitur;SSH;1
1.3.5.01.04.01.010;Karya Musik Lainnya;SSH;1
1.3.5.01.04.02.001;Musik Lainnya;SSH;1
1.3.5.01.05.01.001;Karya Seni Asli, Lukisan Asli (Art Original);SSH;1
1.3.5.01.05.01.002;Karya Seni Cetak/Grafis (Art Point);SSH;1
1.3.5.01.05.01.003;Reproduksi (Arts Reproduction);SSH;1
1.3.5.01.05.01.004;Grafik/Bagan;SSH;1
1.3.5.01.05.01.005;Lembaran Film;SSH;1
1.3.5.01.05.01.006;Karya Grafika (Graphic Material) Lainnya;SSH;1
1.3.5.01.05.02.001;Karya Grafika (Graphic Material) Lainnya;SSH;1
1.3.5.01.06.01.001;Karya Seni Asli;SSH;1
1.3.5.01.06.01.002;Reproduksi;SSH;1
1.3.5.01.06.01.003;Kaset Braile;SSH;1
1.3.5.01.06.01.004;Diaroma;SSH;1
1.3.5.01.06.01.005;Three Dimensional Artefacs And Realita Lainnya;SSH;1
1.3.5.01.06.02.001;Three Dimensional Artefacs And Realita Lainnya;SSH;1
1.3.5.01.07.01.001;Tarscalt;SSH;1
1.3.5.01.07.01.002;Tarscalt Lainnya;SSH;1
1.3.5.01.07.02.001;Tarscalt Lainnya;SSH;1
1.3.5.02.01.01.001;Alat Musik Tradisional/Daerah;SSH;1
1.3.5.02.01.01.002;Alat Musik Modern/Band;SSH;1
1.3.5.02.01.01.003;Alat Musik Lainnya;SSH;1
1.3.5.02.01.02.001;Lukisan Cat Air;SSH;1
1.3.5.02.01.02.002;Sulaman / Tempelan;SSH;1
1.3.5.02.01.02.003;Lukisan Cat Minyak;SSH;1
1.3.5.02.01.02.004;Lukisan Bulu;SSH;1
1.3.5.02.01.02.005;Seni Relief;SSH;1
1.3.5.02.01.02.006;Lukisan Lainnya;SSH;1
1.3.5.02.01.03.001;Wayang Golek;SSH;1
1.3.5.02.01.03.002;Wayang Kulit;SSH;1
1.3.5.02.01.03.003;Alat Peraga Kesenian Lainnya;SSH;1
1.3.5.02.01.04.001;Barang Bercorak Kesenian Lainnya;SSH;1
1.3.5.02.02.01.001;Pahatan Batu;SSH;1
1.3.5.02.02.01.002;Pahatan Kayu;SSH;1
1.3.5.02.02.01.003;Pahatan Logam;SSH;1
1.3.5.02.02.01.004;Pahatan Lainnya;SSH;1
1.3.5.02.02.02.001;Maket/Miniatur/Replika;SSH;1
1.3.5.02.02.02.002;Foto Dokumen;SSH;1
1.3.5.02.02.02.003;Naskah Kuno;SSH;1
1.3.5.02.02.02.004;Koleksi Mata Uang/ Numismatik;SSH;1
1.3.5.02.02.02.005;Perhiasan;SSH;1
1.3.5.02.02.02.006;Barang Keramik/ Gerabah;SSH;1
1.3.5.02.02.02.007;Arca/ Patung;SSH;1
1.3.5.02.02.02.008;Benda Kuno/ Unik;SSH;1
1.3.5.02.02.02.009;Fosil;SSH;1
1.3.5.02.02.02.010;Mumy;SSH;1
1.3.5.02.02.02.011;Benda-Benda Purbakala;SSH;1
1.3.5.02.02.02.012;Dokumentasi Bersejarah;SSH;1
1.3.5.02.02.02.013;Barang Koleksi Rumah Tangga;SSH;1
1.3.5.02.02.02.014;Lukisan Bersejarah;SSH;1
1.3.5.02.02.02.015;Maket, Miniatur, Replika, Foto Dokumen Dan Benda Bersejarah Lainnya;SSH;1
1.3.5.02.02.03.001;Keramik (Guji);SSH;1
1.3.5.02.02.03.002;Logam (Gong, Mandau);SSH;1
1.3.5.02.02.03.003;Kayu (Sampit, Telabang);SSH;1
1.3.5.02.02.03.004;Anyaman (Tikar, Rotan);SSH;1
1.3.5.02.02.03.005;Tenunan Sutra;SSH;1
1.3.5.02.02.03.006;Anyaman Purun;SSH;1
1.3.5.02.02.03.007;Anyaman Bambu;SSH;1
1.3.5.02.02.03.008;Barang Kerajinan Lainnya;SSH;1
1.3.5.02.02.04.001;Alat Bercorak Kebudayaan Lainnya;SSH;1
1.3.5.02.03.01.001;Piala;SBU;4
1.3.5.02.03.01.002;Medali;SBU;4
1.3.5.02.03.01.003;Piagam;SBU;4
1.3.5.02.03.01.004;Tanda Penghargaan Bidang Olah Raga Lainnya;SBU;4
1.3.5.02.03.02.001;Tanda Penghargaan Bidang Lainnya;SBU;4
1.3.5.03.01.01.001;Anjing Pelacak;SSH;1
1.3.5.03.01.01.002;Anjing Penjaga;SSH;1
1.3.5.03.01.01.003;Hewan Pengaman Lainnya;SSH;1
1.3.5.03.01.02.001;Kuda (Hewan Pengangkut);SSH;1
1.3.5.03.01.02.002;Hewan Pengangkut Lainnya;SSH;1
1.3.5.03.01.03.001;Gajah;SSH;1
1.3.5.03.01.03.002;Badak;SSH;1
1.3.5.03.01.03.003;Jerapah;SSH;1
1.3.5.03.01.03.004;Banteng;SSH;1
1.3.5.03.01.03.005;Zebra;SSH;1
1.3.5.03.01.03.006;Singa Harimau;SSH;1
1.3.5.03.01.03.007;Anoa;SSH;1
1.3.5.03.01.03.008;Babirusa;SSH;1
1.3.5.03.01.03.009;Rusa;SSH;1
1.3.5.03.01.03.010;Tapir;SSH;1
1.3.5.03.01.03.011;Kancil;SSH;1
1.3.5.03.01.03.012;Beruang;SSH;1
1.3.5.03.01.03.013;Onta;SSH;1
1.3.5.03.01.03.014;Bisao;SSH;1
1.3.5.03.01.03.015;Keledai;SSH;1
1.3.5.03.01.03.016;Linsang;SSH;1
1.3.5.03.01.03.017;Landak;SSH;1
1.3.5.03.01.03.018;Bangsa Monyet;SSH;1
1.3.5.03.01.03.019;Bangsa Binatang Melata;SSH;1
1.3.5.03.01.03.020;Bangsa Binatang Unggas;SSH;1
1.3.5.03.01.03.021;Hewan Kebun Binatang Lainnya;SSH;1
1.3.5.03.01.04.001;Hewan Piaraan Lainnya;SSH;1
1.3.5.03.02.01.001;Babi;SSH;1
1.3.5.03.02.01.002;Domba;SSH;1
1.3.5.03.02.01.003;Kambing;SSH;1
1.3.5.03.02.01.004;Kerbau;SSH;1
1.3.5.03.02.01.005;Sapi Potong;SSH;1
1.3.5.03.02.01.006;Ternak Potong Lainnya;SSH;1
1.3.5.03.02.02.001;Sapi Perah;SSH;1
1.3.5.03.02.02.002;Domba Perah;SSH;1
1.3.5.03.02.02.003;Kambing Perah;SSH;1
1.3.5.03.02.02.004;Ternak Perah Lainnya;SSH;1
1.3.5.03.02.03.001;Ayam;SSH;1
1.3.5.03.02.03.002;Burung;SSH;1
1.3.5.03.02.03.003;Itik;SSH;1
1.3.5.03.02.03.004;Ternak Unggas Lainnya;SSH;1
1.3.5.03.02.04.001;Ternak Lainnya;SSH;1
1.3.5.03.03.01.001;Hewan Lainnya;SSH;1
1.3.5.04.01.01.001;Ikan Air Tawar Budidaya;SSH;1
1.3.5.04.01.01.002;Ikan Air Laut Budidaya;SSH;1
1.3.5.04.01.01.003;Ikan Air Payau Budidaya;SSH;1
