kode_standar;nama_standar;tipe;kelompok
1.3.2.08.01.46.010;Gas Chromatograph Mass Spectrometer System (Gcmss);SSH;1
1.3.2.08.01.46.011;Gas Chromatograph (Gc);SSH;1
1.3.2.08.01.46.012;Deph Flow Temperature Continous Recorder (Dftcr);SSH;1
1.3.2.08.01.46.013;Lux Meter (Alat Laboratorium Lingkungan Perairan);SSH;1
1.3.2.08.01.46.014;Spiegel Relascope;SSH;1
1.3.2.08.01.46.015;Zoo Bell Sampler Bacteriological;SSH;1
1.3.2.08.01.46.016;Tabung Van Dorn;SSH;1
1.3.2.08.01.46.017;Light Weight Hand Winch With Boom;SSH;1
1.3.2.08.01.46.018;Productivity Kit;SSH;1
1.3.2.08.01.46.019;Bak Aquarium;SSH;1
1.3.2.08.01.46.020;Bak Porselin;SSH;1
1.3.2.08.01.46.021;Bak Kultivasi;SSH;1
1.3.2.08.01.46.022;Cage Net;SSH;1
1.3.2.08.01.46.023;Six Place Hydromanifolds;SSH;1
1.3.2.08.01.46.024;Laminar Air Flow Cabinet;SSH;1
1.3.2.08.01.46.025;Rod Blower;SSH;1
1.3.2.08.01.46.026;Tissue Grinder (Alat Laboratorium Lingkungan Perairan);SSH;1
1.3.2.08.01.46.027;Liquid Dispenser;SSH;1
1.3.2.08.01.46.028;Rotation Evaporating;SSH;1
1.3.2.08.01.46.029;Alat Laboratorium Lingkungan Perairan Lainnya;SSH;1
1.3.2.08.01.47.001;Triple Beam Balance;SSH;1
1.3.2.08.01.47.002;Under Water Camera;SSH;1
1.3.2.08.01.47.003;Grab Bottom Sampler;SSH;1
1.3.2.08.01.47.004;Alat Selam;SSH;1
1.3.2.08.01.47.005;Disecting Apparatus (Alat Laboratorium Biologi Perairan);SSH;1
1.3.2.08.01.47.006;Alat Laboratorium Biologi Perairan Lainnya;SSH;1
1.3.2.08.01.48.001;N2 Distalation Unit;SSH;1
1.3.2.08.01.48.002;Ultra Data System;SSH;1
1.3.2.08.01.48.003;Tromol Herbarium;SSH;1
1.3.2.08.01.48.004;Aquarium (Alat Laboratorium Biologi);SSH;1
1.3.2.08.01.48.005;Alat Perangkap Binatang;SSH;1
1.3.2.08.01.48.006;Alat Perekat Alumunium Foil;SSH;1
1.3.2.08.01.48.007;Counting Cel;SSH;1
1.3.2.08.01.48.008;Emulsifier;SSH;1
1.3.2.08.01.48.009;Licht Back;SSH;1
1.3.2.08.01.48.010;Area Meter;SSH;1
1.3.2.08.01.48.011;Automatic Absor Spection;SSH;1
1.3.2.08.01.48.012;Desaltor;SSH;1
1.3.2.08.01.48.013;Automatic Area Meter;SSH;1
1.3.2.08.01.48.014;Alat Laboratorium Biologi Lainnya;SSH;1
1.3.2.08.01.49.001;Land Gravity Meter;SSH;1
1.3.2.08.01.49.002;Self Potensial;SSH;1
1.3.2.08.01.49.003;Electric Current Meter;SSH;1
1.3.2.08.01.49.004;Physical Property;SSH;1
1.3.2.08.01.49.005;Automatic Point Counter;SSH;1
1.3.2.08.01.49.006;Abem Sounding Cable;SSH;1
1.3.2.08.01.49.007;Densitylog Module;SSH;1
1.3.2.08.01.49.008;Portable Digital Fluxgate Magnetometer;SSH;1
1.3.2.08.01.49.009;Digital Thermometer;SSH;1
1.3.2.08.01.49.010;Tester Kit;SSH;1
1.3.2.08.01.49.011;Vane Tester;SSH;1
1.3.2.08.01.49.012;Circuit Tester (Alat Laboratorium Geofisika);SSH;1
1.3.2.08.01.49.013;Moisture Content Tester;SSH;1
1.3.2.08.01.49.014;Magnetometer;SSH;1
1.3.2.08.01.49.015;Geolistrik;SSH;1
1.3.2.08.01.49.016;Meicrobarometer;SSH;1
1.3.2.08.01.49.017;Seismograph (Alat Laboratorium Geofisika);SSH;1
1.3.2.08.01.49.018;Proton Magnetometer Geometric;SSH;1
1.3.2.08.01.49.019;Abem Terrain Meter;SSH;1
1.3.2.08.01.49.020;Portable Baoreholelogger;SSH;1
1.3.2.08.01.49.021;Alat Laboratorium Geofisika Lainnya;SSH;1
1.3.2.08.01.50.001;Flotasion Machine;SSH;1
1.3.2.08.01.50.002;Lab. Selective Mineral;SSH;1
1.3.2.08.01.50.003;Lab. Jar Mill;SSH;1
1.3.2.08.01.50.004;Magn. Tube Test;SSH;1
1.3.2.08.01.50.005;Sparator High;SSH;1
1.3.2.08.01.50.006;Pulvarezer;SSH;1
1.3.2.08.01.50.007;Slurry Mixer;SSH;1
1.3.2.08.01.50.008;Speciment Mount Press;SSH;1
1.3.2.08.01.50.009;Graverkit;SSH;1
1.3.2.08.01.50.010;Sample Holder;SSH;1
1.3.2.08.01.50.011;Iron M. Wheel;SSH;1
1.3.2.08.01.50.012;Coper Wheel;SSH;1
1.3.2.08.01.50.013;Strain Gouge Indicator;SSH;1
1.3.2.08.01.50.014;Gas Scruber;SSH;1
1.3.2.08.01.50.015;Shear Strenght;SSH;1
1.3.2.08.01.50.016;Milling Unit;SSH;1
1.3.2.08.01.50.017;Alat Laboratorium Tambang Lainnya;SSH;1
1.3.2.08.01.51.001;Bucket Elevator;SSH;1
1.3.2.08.01.51.002;S I L O;SSH;1
1.3.2.08.01.51.003;Extruder Cooker;SSH;1
1.3.2.08.01.51.004;Bin Outlet Feeding;SSH;1
1.3.2.08.01.51.005;Spray Dryer;SSH;1
1.3.2.08.01.51.006;Rotary Dryer;SSH;1
1.3.2.08.01.51.007;Rotary Coler;SSH;1
1.3.2.08.01.51.008;Vibrating Screen (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.009;Tungku;SSH;1
1.3.2.08.01.51.010;Cyclon;SSH;1
1.3.2.08.01.51.011;Disk Mill;SSH;1
1.3.2.08.01.51.012;Flavour Apikator;SSH;1
1.3.2.08.01.51.013;Bagging Conveyor;SSH;1
1.3.2.08.01.51.014;Macerator;SSH;1
1.3.2.08.01.51.015;Bag Closer;SSH;1
1.3.2.08.01.51.016;Sterilizer (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.017;Packaging Machine;SSH;1
1.3.2.08.01.51.018;Cracking Machine;SSH;1
1.3.2.08.01.51.019;Dehuling Machine;SSH;1
1.3.2.08.01.51.020;Homogenizer (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.021;Crystallizer;SSH;1
1.3.2.08.01.51.022;Gentong Plastik;SSH;1
1.3.2.08.01.51.023;Drum Stainless Steel;SSH;1
1.3.2.08.01.51.024;Wash Bak;SSH;1
1.3.2.08.01.51.025;Fermentor (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.026;Humadity Chamber (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.027;Pressure Vessel (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.028;Retort (Alat Laboratorium Proses/Teknik Kimia);SSH;1
1.3.2.08.01.51.029;Tangki Pemanas;SSH;1
1.3.2.08.01.51.030;Economical Wiley Cutting Mill;SSH;1
1.3.2.08.01.51.031;Bin Modul;SSH;1
1.3.2.08.01.51.032;Alat Laboratorium Proses/Teknik Kimia Lainnya;SSH;1
1.3.2.08.01.52.001;Actuator;SSH;1
1.3.2.08.01.52.002;Controller Tekanan;SSH;1
1.3.2.08.01.52.003;Controller Level;SSH;1
1.3.2.08.01.52.004;Controller Temperature;SSH;1
1.3.2.08.01.52.005;Controller Flow;SSH;1
1.3.2.08.01.52.006;Controller Ph;SSH;1
1.3.2.08.01.52.007;Converter / Transducer;SSH;1
1.3.2.08.01.52.008;Indicator;SSH;1
1.3.2.08.01.52.009;Transmitter;SSH;1
1.3.2.08.01.52.010;Linier Actuator;SSH;1
1.3.2.08.01.52.011;Alat Laboratorium Proses Industri Lainnya;SSH;1
1.3.2.08.01.53.001;Mobile Lab. Met System Data Logger;SSH;1
1.3.2.08.01.53.002;Mobile Lab. Met System Software Start;SSH;1
1.3.2.08.01.53.003;Mobile Lab. Met System Software Ramgen;SSH;1
1.3.2.08.01.53.004;Mobile Lab. Met System Instrumen Stand;SSH;1
1.3.2.08.01.53.005;Mobile Lab. Met System Lockable Housing;SSH;1
1.3.2.08.01.53.006;Mobile Lab. Met System Sands Shelter & Test Book;SSH;1
1.3.2.08.01.53.007;Mobile Lab. Met System Solar Power Panel;SSH;1
1.3.2.08.01.53.008;Mobile Lab. Met System Barometrik Pressure Sens;SSH;1
1.3.2.08.01.53.009;Mobile Lab. Met System Solar Radiation Sensor;SSH;1
1.3.2.08.01.53.010;Mobile Lab. Met System Air Temp. Sensor;SSH;1
1.3.2.08.01.53.011;Mobile Lab. Met System Wind Direction Sensor;SSH;1
1.3.2.08.01.53.012;Mobile Lab. Met System Wind Speed Sensor;SSH;1
1.3.2.08.01.53.013;Mobile Lab. Met System Uv Radiation Sensor;SSH;1
1.3.2.08.01.53.014;Mobile Lab. Met System Consumables;SSH;1
1.3.2.08.01.53.015;Mobile Lab. High Volume Air Sampler;SSH;1
1.3.2.08.01.53.016;Mobile Lab. High Volume Air Sampler Filter;SSH;1
1.3.2.08.01.53.017;Mobile Lab. High Volume Air Sampler Calibrator;SSH;1
1.3.2.08.01.53.018;Mobile Lab. High Volume Air Sampler Consumabler;SSH;1
1.3.2.08.01.53.019;Mobile Lab. Source Sampling System;SSH;1
1.3.2.08.01.53.020;Mobile Lab. S. S. S. Accerosies;SSH;1
1.3.2.08.01.53.021;Mobile Lab. S. S. S. Method 5 Glassawer;SSH;1
1.3.2.08.01.53.022;Mobile Lab. S. S. S. Transport Case;SSH;1
1.3.2.08.01.53.023;Mobile Lab. S. S. S. Manuals;SSH;1
1.3.2.08.01.53.024;Mobile Lab. Dust Respirator (Sepatu Safety);SSH;1
1.3.2.08.01.53.025;Mobile Lab. Safety Hard Hats (Topi Safety);SSH;1
1.3.2.08.01.53.026;Mobile Lab. Safety Footwear;SSH;1
1.3.2.08.01.53.027;Mobile Lab. Safety Goggles, Gloves;SSH;1
1.3.2.08.01.53.028;Mobile Lab. Temperature Meter Field;SSH;1
1.3.2.08.01.53.029;Mobile Lab. Conduct/Salinity/Temp. Meter Field;SSH;1
1.3.2.08.01.53.030;Mobile Lab. Conduct/Salinity/Temp. Meter Consumable;SSH;1
1.3.2.08.01.53.031;Mobile Lab. Ph Meter Field;SSH;1
1.3.2.08.01.53.032;Mobile Lab. Tubidity Meter Field;SSH;1
1.3.2.08.01.53.033;Mobile Lab. Dissolved Oxygen Meter Field;SSH;1
1.3.2.08.01.53.034;Mobile Lab. Dissolved Oxygen And Temp. Electrode;SSH;1
1.3.2.08.01.53.035;Mobile Lab. Dissolved Oxygen Meter Consumable;SSH;1
1.3.2.08.01.53.036;Mobile Lab. Bod Bottle Whith Stop 300 Ml;SSH;1
1.3.2.08.01.53.037;Mobile Lab. Portable Refrigerator;SSH;1
1.3.2.08.01.53.038;Mobile Lab. Grab Sampler;SSH;1
1.3.2.08.01.53.039;Mobile Lab. Spare Bottles For Grab Samplers;SSH;1
1.3.2.08.01.53.040;Mobile Lab. Well Bailer;SSH;1
1.3.2.08.01.53.041;Mobile Lab. Suspension Cord. Well Bailer;SSH;1
1.3.2.08.01.53.042;Mobile Lab. Schott Bottels 1 Litre;SSH;1
1.3.2.08.01.53.043;Mobile Lab. Polytethylene Sample Bottles;SSH;1
1.3.2.08.01.53.044;Mobile Lab. Power Generator;SSH;1
1.3.2.08.01.53.045;Mobile Lab. Instrument Transport Cases;SSH;1
1.3.2.08.01.53.046;Mobile Lab. Horizontal Sampler;SSH;1
1.3.2.08.01.53.047;Mobile Lab. Vertical Sampler;SSH;1
1.3.2.08.01.53.048;Mobile Lab. Boiler Water;SSH;1
1.3.2.08.01.53.049;Mobile Lab. Laboratory Vehicle;SSH;1
1.3.2.08.01.53.050;Laboratory Benching Regionals;SSH;1
1.3.2.08.01.53.051;Laboratory Instrument Cabinet;SSH;1
1.3.2.08.01.53.052;Laboratory Air Conditioner 1 Hp;SSH;1
1.3.2.08.01.53.053;Laboratory Air Conditioner 1,50 Hp;SSH;1
1.3.2.08.01.53.054;Laboratory Water Pressurising Systems;SSH;1
1.3.2.08.01.53.055;Laboratory Emergency Shower/Eyewash;SSH;1
1.3.2.08.01.53.056;Laboratory Fridge/Freezer;SSH;1
1.3.2.08.01.53.057;Laboratory Flammable Storage Cabinets;SSH;1
1.3.2.08.01.53.058;Laboratory Acid Storage Cupboard;SSH;1
1.3.2.08.01.53.059;Laboratory Incubator;SSH;1
1.3.2.08.01.53.060;Laboratory Bench Stand;SSH;1
1.3.2.08.01.53.061;Laboratory Blender Warning;SSH;1
1.3.2.08.01.53.062;Laboratory Hardware-General Items Standards Pack;SSH;1
1.3.2.08.01.53.063;Laboratory Safety Manual;SSH;1
1.3.2.08.01.53.064;Laboratory Chemical Pack Standards;SSH;1
1.3.2.08.01.53.065;Alat Laboratorium Kesehatan Kerja Lainnya;SSH;1
1.3.2.08.01.54.001;Mangkok Porselin;SSH;1
1.3.2.08.01.54.002;Gogglas;SSH;1
1.3.2.08.01.54.003;Respirator (Laboratorium Kearsipan);SSH;1
1.3.2.08.01.54.004;Cawan Porselin;SSH;1
1.3.2.08.01.54.005;Lumpang Keramik;SSH;1
1.3.2.08.01.54.006;Elektrode;SSH;1
1.3.2.08.01.54.007;Filter Photo Meter;SSH;1
1.3.2.08.01.54.008;Vacum Destilator;SSH;1
1.3.2.08.01.54.009;Kaki Tiga;SSH;1
1.3.2.08.01.54.010;Rustrak Recorders;SSH;1
1.3.2.08.01.54.011;Petri Dishes;SSH;1
1.3.2.08.01.54.012;Bulb;SSH;1
1.3.2.08.01.54.013;Statip;SSH;1
1.3.2.08.01.54.014;Tempat Prepara;SSH;1
1.3.2.08.01.54.015;Time Control;SSH;1
1.3.2.08.01.54.016;Eye Wash;SSH;1
1.3.2.08.01.54.017;Thermograph (Laboratorium Kearsipan);SSH;1
1.3.2.08.01.54.018;Tang;SSH;1
1.3.2.08.01.54.019;Timer (Laboratorium Kearsipan);SSH;1
1.3.2.08.01.54.020;Visco Meter Tubes;SSH;1
1.3.2.08.01.54.021;Elemen;SSH;1
1.3.2.08.01.54.022;Kawat Kasa;SSH;1
1.3.2.08.01.54.023;Klem (Laboratorium Kearsipan);SSH;1
1.3.2.08.01.54.024;Laboratorium Kearsipan Lainnya;SSH;1
1.3.2.08.01.55.001;Centrifuge Heamatocrite;SSH;1
1.3.2.08.01.55.002;Haemocitometer;SSH;1
1.3.2.08.01.55.003;Prothombin Meter;SSH;1
1.3.2.08.01.55.004;Heamtology Analyzer;SSH;1
1.3.2.08.01.55.005;Chemistry Analyzer;SSH;1
1.3.2.08.01.55.006;Coagulation Timer (Laboratorium Hematologi & Urinalisis);SSH;1
1.3.2.08.01.55.007;Laboratory Refrigerator;SSH;1
1.3.2.08.01.55.008;Rotator Shaker (Laboratorium Hematologi & Urinalisis);SSH;1
1.3.2.08.01.55.009;Hb. Meter;SSH;1
1.3.2.08.01.55.010;Washing Instrument (Laboratorium Hematologi & Urinalisis);SSH;1
1.3.2.08.01.55.011;Dry Sterilizer;SSH;1
1.3.2.08.01.55.012;Cystology Centrifuge;SSH;1
1.3.2.08.01.55.013;Steam Sterilizer (Laboratorium Hematologi & Urinalisis);SSH;1
1.3.2.08.01.55.014;Ultrasonic Cleaner (Laboratorium Hematologi & Urinalisis);SSH;1
1.3.2.08.01.55.015;Micro Plate Reader;SSH;1
1.3.2.08.01.55.016;Outomatic Microplate Laser;SSH;1
1.3.2.08.01.55.017;Osmometer (Laboratorium Hematologi & Urinalisis);SSH;1
1.3.2.08.01.55.018;Altifity Water Meter;SSH;1
1.3.2.08.01.55.019;Oxigenmeter;SSH;1
1.3.2.08.01.55.020;Alat Reasifikasi;SSH;1
1.3.2.08.01.55.021;Sample Consetrator;SSH;1
1.3.2.08.01.55.022;Alat Detruksi;SSH;1
1.3.2.08.01.55.023;Universal Noister Tesater;SSH;1
1.3.2.08.01.55.024;Grinder Ciclotek;SSH;1
1.3.2.08.01.55.025;Handy Aspirator;SSH;1
1.3.2.08.01.55.026;Tabung Centrifugal;SSH;1
1.3.2.08.01.55.027;Kolom Fraksinasi;SSH;1
1.3.2.08.01.55.028;Detector Hplc;SSH;1
1.3.2.08.01.55.029;Electric Counter Fryer;SSH;1
1.3.2.08.01.55.030;Testtoterm;SSH;1
1.3.2.08.01.55.031;Conmotector;SSH;1
1.3.2.08.01.55.032;Hallow Cathode Lamp;SSH;1
1.3.2.08.01.55.033;Destilasi Bertingkat;SSH;1
1.3.2.08.01.55.034;Heating Mantle;SSH;1
1.3.2.08.01.55.035;Anak Timbangan;SSH;1
1.3.2.08.01.55.036;Wastle Water Terster;SSH;1
1.3.2.08.01.55.037;Alat Kalibrasi Thermometer;SSH;1
1.3.2.08.01.55.038;Cawan Kwarsa;SSH;1
1.3.2.08.01.55.039;Scuber Unit;SSH;1
1.3.2.08.01.55.041;Laboratorium Hematologi Dan Urinalisis Lainnya;SSH;1
1.3.2.08.01.56.001;Electrostatic Tester;SSH;1
1.3.2.08.01.56.002;Seiz Filter Lengkap Dengan Vacum Pump Dan Blender;SSH;1
1.3.2.08.01.56.003;L And W Billerud;SSH;1
1.3.2.08.01.56.004;Multi Glass Meter;SSH;1
1.3.2.08.01.56.005;Instron Bend Flucture;SSH;1
1.3.2.08.01.56.006;Electro Analysis Apparatus;SSH;1
1.3.2.08.01.56.007;Mesin Penghilang Tinta;SSH;1
1.3.2.08.01.56.008;Alat Pengolah Lumpur Aktif;SSH;1
1.3.2.08.01.56.009;Pola Pemotong Karton Dari Stainless Steel;SSH;1
1.3.2.08.01.56.010;Alat Pengukur Massa Jenis;SSH;1
1.3.2.08.01.56.011;Alat Uji Kuat Lentur;SSH;1
1.3.2.08.01.56.012;Alat Tangki Pengapungan;SSH;1
1.3.2.08.01.56.013;Alat Pengukur Kadar Air Dengan Electrode;SSH;1
1.3.2.08.01.56.014;Alat Pengolah Lumpur Hasil Pengolahan Limbah (Dewa Tearing);SSH;1
1.3.2.08.01.56.015;Alat Uji Koefisien Gesek Kertas;SSH;1
1.3.2.08.01.56.016;Instron Bending Tester Attachment;SSH;1
1.3.2.08.01.56.017;Alat Pengolah Air Limbah;SSH;1
1.3.2.08.01.56.018;Handy Pump;SSH;1
1.3.2.08.01.56.019;Bendseen Smoothness And Porosity Tester;SSH;1
1.3.2.08.01.56.020;Funce And Die Cutter;SSH;1
1.3.2.08.01.56.021;Beach Funcure Tester;SSH;1
1.3.2.08.01.56.022;William Standard Sheet (Tmi);SSH;1
1.3.2.08.01.56.023;Directional Pendulum;SSH;1
1.3.2.08.01.56.024;Extractrion Heater;SSH;1
1.3.2.08.01.56.025;Colony Counter & Automatic Tally;SSH;1
1.3.2.08.01.56.026;Igt Tester;SSH;1
1.3.2.08.01.56.027;Digital Pocket Oxygen Meter;SSH;1
1.3.2.08.01.56.028;Desintegrator;SSH;1
1.3.2.08.01.56.029;Stable Fibre Classifier;SSH;1
1.3.2.08.01.56.030;Smoothness Tester;SSH;1
1.3.2.08.01.56.031;Presision Yarn Reel;SSH;1
1.3.2.08.01.56.032;Perata Ink Pernis;SSH;1
1.3.2.08.01.56.033;Denso Meter;SSH;1
1.3.2.08.01.56.034;Expantion Contra Tester;SSH;1
1.3.2.08.01.56.035;Paper Scale;SSH;1
1.3.2.08.01.56.036;Tensile Strength Tester For Rayon;SSH;1
1.3.2.08.01.56.037;Thecness Strengts;SSH;1
1.3.2.08.01.56.038;Bursting Tester Molen;SSH;1
1.3.2.08.01.56.039;Alat Press Kertas;SSH;1
1.3.2.08.01.56.040;Pfi Mill;SSH;1
1.3.2.08.01.56.041;Fibre Clasifier;SSH;1
1.3.2.08.01.56.042;Refiner (Mesin Giling Pulp);SSH;1
1.3.2.08.01.56.043;Pat Attachment Bc Phase Drainage Jar With Thermos Control;SSH;1
1.3.2.08.01.56.044;Mecanical Compresion Gauge;SSH;1
1.3.2.08.01.56.045;Peeler Gauge;SSH;1
1.3.2.08.01.56.046;Methylation Celulosa;SSH;1
1.3.2.08.01.56.047;Aparatus Dan Stirer;SSH;1
1.3.2.08.01.56.048;Alat Box Compresion Test;SSH;1
1.3.2.08.01.56.049;Alat Pembuat Lembaran Kertas;SSH;1
1.3.2.08.01.56.050;Ultra Filter Cell;SSH;1
1.3.2.08.01.56.051;Alat Uji Pembentuk Contoh Uji Pulff Pulp;SSH;1
1.3.2.08.01.56.052;Dreging And Sampling Equipment Complit;SSH;1
1.3.2.08.01.56.053;Fermentor (Alat Laboratorium Lainnya);SSH;1
1.3.2.08.01.56.054;Noise Tester / Db Tester;SSH;1
1.3.2.08.01.56.055;Aas Attachment For Hg Determination And 16 Lamp;SSH;1
1.3.2.08.01.56.056;Parker Print Siuf Tester (Pps Tester);SSH;1
1.3.2.08.01.56.057;Reed Nui Meter Mk Ii Formtion;SSH;1
1.3.2.08.01.56.058;Geer Type Drying Coaster;SSH;1
1.3.2.08.01.56.059;Chip Clasifier;SSH;1
1.3.2.08.01.56.060;Prototip Pengolahan Air Limbah;SSH;1
1.3.2.08.01.56.061;Alat Fraksinasi Serat;SSH;1
1.3.2.08.01.56.062;Coefisient Of Erection Tester;SSH;1
1.3.2.08.01.56.063;Disseting Set;SSH;1
1.3.2.08.01.56.064;Dynamic Hand Sheet;SSH;1
1.3.2.08.01.56.065;Multiflax;SSH;1
1.3.2.08.01.56.066;Prooper Coater Alt;SSH;1
1.3.2.08.01.56.067;Flowing Film;SSH;1
1.3.2.08.01.56.068;Elecyric Stabilizer;SSH;1
1.3.2.08.01.56.069;Bioflo Fermentor;SSH;1
1.3.2.08.01.56.070;Set Up;SSH;1
1.3.2.08.01.56.071;Alat Uji Komperator;SSH;1
1.3.2.08.01.56.072;Gas Detector;SSH;1
1.3.2.08.01.56.073;Fibre Clasfier;SSH;1
1.3.2.08.01.56.074;Alat Uji Permanensi Kertas;SSH;1
1.3.2.08.01.56.075;Portable Comperasit Sample;SSH;1
1.3.2.08.01.56.076;Laboratory Sewage Tream Plase;SSH;1
1.3.2.08.01.56.077;Granulator;SSH;1
1.3.2.08.01.56.078;New Quart Thermohygroraph;SSH;1
1.3.2.08.01.56.079;Head Lamp (Alat Laboratorium Lainnya);SSH;1
1.3.2.08.01.56.080;Aneroid Barometerjar;SSH;1
1.3.2.08.01.56.081;Meja Kerja;SSH;1
1.3.2.08.01.56.082;Screen Pembaras;SSH;1
1.3.2.08.01.56.083;Thermometer Digital (Alat Laboratorium Lainnya);SSH;1
1.3.2.08.01.56.084;Tempat Air Suling;SSH;1
1.3.2.08.01.56.085;Alat Penyaring;SSH;1
1.3.2.08.01.56.086;Aneroid Jar;SSH;1
1.3.2.08.01.56.087;Automatic Pipet Dispenser;SSH;1
1.3.2.08.01.56.088;Exicator;SSH;1
1.3.2.08.01.56.089;Extraction Heater;SSH;1
1.3.2.08.01.56.090;Faden Thermometer;SSH;1
1.3.2.08.01.56.091;Furne Hood;SSH;1
1.3.2.08.01.56.092;Mental Heater;SSH;1
1.3.2.08.01.56.093;Mechanic Heater;SSH;1
1.3.2.08.01.56.094;Neraca Analitis Kalibrator;SSH;1
1.3.2.08.01.56.095;Standar Masa;SSH;1
1.3.2.08.01.56.096;Tabung Detruksi;SSH;1
1.3.2.08.01.56.097;Karl Fiher;SSH;1
1.3.2.08.01.56.098;Altifity Water Meter;SSH;1
1.3.2.08.01.56.099;Oxigen Meter;SSH;1
1.3.2.08.01.56.100;Alat Reasifikasi;SSH;1
1.3.2.08.01.56.101;Sample Consetrator;SSH;1
1.3.2.08.01.56.102;Alat Detruksi;SSH;1
1.3.2.08.01.56.103;Universal Noister Tesater;SSH;1
1.3.2.08.01.56.104;Grindet Ciclotek;SSH;1
1.3.2.08.01.56.105;Handy Aspirator;SSH;1
1.3.2.08.01.56.106;Tabung Centrifugal;SSH;1
1.3.2.08.01.56.107;Kolom Fraksinasi;SSH;1
1.3.2.08.01.56.108;Detector Hplc;SSH;1
1.3.2.08.01.56.109;Electric Counter Fryer;SSH;1
1.3.2.08.01.56.110;Testoterm;SSH;1
1.3.2.08.01.56.111;Cosmotector;SSH;1
1.3.2.08.01.56.112;Hallow Cathode Lamp;SSH;1
1.3.2.08.01.56.113;Destilasi Bertngkat;SSH;1
1.3.2.08.01.56.114;Heating Mantle (Alat Laboratorium Lainnya);SSH;1
1.3.2.08.01.56.115;Anak Timbangan;SSH;1
1.3.2.08.01.56.116;Waste Water Tester;SSH;1
1.3.2.08.01.56.117;Alat Kalibrasi Thermometer;SSH;1
1.3.2.08.01.56.118;Cawan Kwarsa;SSH;1
1.3.2.08.01.56.119;Scuber Unit;SSH;1
1.3.2.08.01.56.120;Hplc Isocratic System;SSH;1
1.3.2.08.01.56.121;Logic Probe (Alat Laboratorium Lainnya);SSH;1
1.3.2.08.01.56.122;Sero Motor;SSH;1
1.3.2.08.01.56.123;Sensor Proxinity;SSH;1
1.3.2.08.01.56.124;Handy Digital Ic Tester;SSH;1
1.3.2.08.01.56.125;Rom/Ram Emulator;SSH;1
1.3.2.08.01.56.126;Hand Held Logic Analyzer;SSH;1
1.3.2.08.01.56.127;Alat Laboratorium Lain Lainnya;SSH;1
1.3.2.08.01.57.001;Swagin Machine/Morgan R;SSH;1
1.3.2.08.01.57.002;Hydraulic Press/Ac;SSH;1
1.3.2.08.01.57.003;Vertex Flown Motor;SSH;1
1.3.2.08.01.57.004;Hygrometer (Alat Lab. Hermodinamika Motor Dan Sistem Propulasi);SSH;1
1.3.2.08.01.57.005;Thermo Hygrograph;SSH;1
1.3.2.08.01.57.006;Burograph;SSH;1
1.3.2.08.01.57.007;Alat Laboratorium Hermodinamika Motor Dan Sistem Propulasi Lainnya;SSH;1
1.3.2.08.01.58.001;Teleprinter Sencieper, Teleprinter Receiver;SSH;1
1.3.2.08.01.58.002;Harmoni Generator;SSH;1
1.3.2.08.01.58.003;Standard Signal Generator;SSH;1
1.3.2.08.01.58.004;Am Signal Generator;SSH;1
1.3.2.08.01.58.005;Timing Unit;SSH;1
1.3.2.08.01.58.006;Heterodyne Unit;SSH;1
1.3.2.08.01.58.007;Electronic Counter;SSH;1
1.3.2.08.01.58.008;General Radio Frequence Standard;SSH;1
1.3.2.08.01.58.009;Redipon Transciever Ndb;SSH;1
1.3.2.08.01.58.010;Receiber Ssb Fm;SSH;1
1.3.2.08.01.58.011;Transciever Recall;SSH;1
1.3.2.08.01.58.012;Fuse Generator;SSH;1
1.3.2.08.01.58.013;Low Frequent Generator;SSH;1
1.3.2.08.01.58.014;Magnetic Amplifiere;SSH;1
1.3.2.08.01.58.015;Freuquence Meter Instrument;SSH;1
1.3.2.08.01.58.016;Valve Caracteristic;SSH;1
1.3.2.08.01.58.017;Transistor Analyzer;SSH;1
1.3.2.08.01.58.018;Antenna Landing;SSH;1
1.3.2.08.01.58.019;Antenna Tunig Unit;SSH;1
1.3.2.08.01.58.020;Radio Control Bbc;SSH;1
1.3.2.08.01.58.021;Antenna Relay;SSH;1
1.3.2.08.01.58.022;Valve Tester Avo;SSH;1
1.3.2.08.01.58.023;Txorx Marconi Out Put;SSH;1
1.3.2.08.01.58.024;Rc Motor Uniscope;SSH;1
1.3.2.08.01.58.025;Alternator Variable;SSH;1
1.3.2.08.01.58.026;Auto Meter Stabilizer;SSH;1
1.3.2.08.01.58.027;Ssr Control;SSH;1
1.3.2.08.01.58.028;Instrucure Control Display Unit;SSH;1
1.3.2.08.01.58.029;Target Generator Unit;SSH;1
1.3.2.08.01.58.030;Control Procesing Unit;SSH;1
1.3.2.08.01.58.031;Target Control Unit;SSH;1
1.3.2.08.01.58.032;Ssr Decode Lition System;SSH;1
1.3.2.08.01.58.033;Flight Strips Standard;SSH;1
1.3.2.08.01.58.034;Maket Kapal;SSH;1
1.3.2.08.01.58.035;Maket Kemudi Kapal;SSH;1
